Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
2829,FLS CHEMB 1.5MM,1.73,Prod. Order,KG,2829,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2830,FLS CHEMB 1.5MM X 400MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2831,FLS CHEMB 1.6MM,0.00,Prod. Order,KG,2831,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2832,FLS CHEMB 1.6MM X 610MM X 15MM,0.00,Prod. Order,EA,2832,Under Development,Item,2831,FLAT LEAD SHEET CHEMB 1.6MM,0.17,KG,Prod. Order,0.00
2833,DEL FLS CHEMB 1.6MM X 630MM X 15MM,0.00,Prod. Order,EA,2833,Certified,Item,2831,FLAT LEAD SHEET CHEMB 1.6MM,0.18,KG,Prod. Order,0.00
2834,FLS CHEMB 10.0MM,1.19,Prod. Order,KG,2834,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2835,FLS CHEMB 10.0MM X 150MM X 100MM,0.00,Prod. Order,EA,2835,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,1.7,KG,Prod. Order,1.19
2836,FLS CHEMB 10.0MM X 2400MM X 100MM,0.00,Prod. Order,EA,2836,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,27.22,KG,Prod. Order,1.19
2837,FLS CHEMB 10.0MM X 2500MM X 75MM,0.00,Prod. Order,EA,2837,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,21.26,KG,Prod. Order,1.19
2838,FLS CHEMB 10.0MM X 300MM X 250MM,0.00,Prod. Order,EA,2838,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,8.51,KG,Prod. Order,1.19
2839,FLS CHEMB 10.0MM X 360MM X 55MM,0.00,Prod. Order,EA,2839,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,2.25,KG,Prod. Order,1.19
2840,FLS CHEMB 10.0MM X 442MM X 55MM,0.00,Prod. Order,EA,2840,Under Development,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,2.76,KG,Prod. Order,1.19
2841,FLS CHEMB 12.0MM,0.00,Prod. Order,KG,2841,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2842,FLS CHEMB 12.0MM X 545MM X 148MM,0.00,Prod. Order,EA,2842,Under Development,Item,2841,FLAT LEAD SHEET CHEMB 12.0MM,10.98,KG,Prod. Order,0.00
2843,FLS CHEMB 12.5MM,0.00,Prod. Order,KG,2843,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2844,FLS CHEMB 12.5MM X 150MM X 150MM,0.00,Prod. Order,EA,2844,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,3.19,KG,Prod. Order,0.00
2845,FLS CHEMB 12.5MM X 250MM X 250MM,0.00,Prod. Order,EA,2845,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,8.86,KG,Prod. Order,0.00
2846,FLS CHEMB 12.5MM X 350MM X 300MM,0.00,Prod. Order,EA,2846,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,14.88,KG,Prod. Order,0.00
2847,FLS CHEMB 12.5MM X 428MM X 290MM,0.00,Prod. Order,EA,2847,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,17.59,KG,Prod. Order,0.00
2848,FLS CHEMB 12.5MM X 450MM X 212MM,0.00,Prod. Order,EA,2848,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,13.52,KG,Prod. Order,0.00
2849,FLS CHEMB 12.5MM X 450MM X 237MM,0.00,Prod. Order,EA,2849,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,15.12,KG,Prod. Order,0.00
2850,FLS CHEMB 12.5MM X 450MM X 262MM,0.00,Prod. Order,EA,2850,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,16.71,KG,Prod. Order,0.00
2851,FLS CHEMB 12.5MM X 450MM X 287MM,0.00,Prod. Order,EA,2851,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,18.31,KG,Prod. Order,0.00
2852,FLS CHEMB 12.5MM X 450MM X 312MM,0.00,Prod. Order,EA,2852,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,19.9,KG,Prod. Order,0.00
2853,FLS CHEMB 12.5MM X 450MM X 337MM,0.00,Prod. Order,EA,2853,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,21.5,KG,Prod. Order,0.00
2854,FLS CHEMB 12.5MM X 454MM X 315MM,0.00,Prod. Order,EA,2854,Under Development,Item,2843,FLAT LEAD SHEET CHEMB 12.5MM,20.27,KG,Prod. Order,0.00
2855,FLS CHEMB 12.7MM,0.00,Prod. Order,KG,2855,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2856,FLS CHEMB 12.7MM X 535MM X 55MM,0.00,Prod. Order,EA,2856,Under Development,Item,2855,FLAT LEAD SHEET CHEMB 12.7MM,4.24,KG,Prod. Order,0.00
2857,FLS CHEMB 15.0MM,1.74,Prod. Order,KG,2857,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2858,FLS CHEMB 15.0MM X 130MM X 130MM,0.00,Prod. Order,EA,2858,Under Development,Item,2857,FLAT LEAD SHEET CHEMB 15.0MM,2.99,KG,Prod. Order,1.74
2859,FLS CHEMB 16.0MM,0.00,Prod. Order,KG,2859,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2860,FLS CHEMB 16.0MM X 185MM X 110MM,0.00,Prod. Order,EA,2860,Under Development,Item,2859,FLAT LEAD SHEET CHEMB 16.0MM,3.69,KG,Prod. Order,0.00
2861,FLS CHEMB 16.0MM X 185MM X 170MM,0.00,Prod. Order,EA,2861,Under Development,Item,2859,FLAT LEAD SHEET CHEMB 16.0MM,5.71,KG,Prod. Order,0.00
2862,DEL FLS CHEMB 16MM X 185MM X 185MM,0.00,Prod. Order,EA,2862,Certified,Item,2859,FLAT LEAD SHEET CHEMB 16.0MM,6.46,KG,Prod. Order,0.00
2863,FLS CHEMB 2.0MM,1.67,Prod. Order,KG,2863,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2864,FLS CHEMB 2.2MM,1.74,Prod. Order,KG,2864,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2865,DEL FLS CHEMB 2.2MM X 470MM X 25MM,0.00,Prod. Order,EA,2865,Certified,Item,2864,FLAT LEAD SHEET CHEMB 2.2MM,0.3,KG,Prod. Order,1.74
2866,FLS CHEMB 2.45MM,1.67,Prod. Order,KG,2866,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2867,FLS CHEMB 2.6MM,1.73,Prod. Order,KG,2867,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2868,DEL FLS CHEMB 2.6MM X 225MM X 225MM,0.00,Prod. Order,EA,2868,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,1.55,KG,Prod. Order,1.73
2869,DEL FLS CHEMB 2.6MM X 236MM X 222MM,0.00,Prod. Order,EA,2869,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,1.61,KG,Prod. Order,1.73
2870,FLS CHEMB 2.6MM X 400MM X 400MM,0.00,Prod. Order,EA,2870,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,4.71,KG,Prod. Order,1.73
2871,DEL FLS CHEMB 2.6MM X 680MM X 140MM,0.00,Prod. Order,EA,2871,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,2.92,KG,Prod. Order,1.73
2872,DEL FLS CHEMB 2.6MM X 750MM X 140MM,0.00,Prod. Order,EA,2872,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,3.22,KG,Prod. Order,1.73
2873,FLS CHEMB 2.8MM,0.00,Prod. Order,KG,2873,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2874,FLS CHEMB 20.0MM,1.74,Prod. Order,KG,2874,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2875,FLS CHEMB 20.0MM X 300MM X 300MM,0.00,Prod. Order,EA,2875,Certified,Item,2874,FLAT LEAD SHEET CHEMB 20.0MM,20.41,KG,Prod. Order,1.74
2876,FLS CHEMB 20.0MM X 535MM X 55MM,0.00,Prod. Order,EA,2876,Certified,Item,2874,FLAT LEAD SHEET CHEMB 20.0MM,6.67,KG,Prod. Order,1.74
2877,FLS CHEMB 25.0MM,1.74,Prod. Order,KG,2877,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2878,FLS CHEMB 25.0MM X 279MM X 160MM,0.00,Prod. Order,EA,2878,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,12.66,KG,Prod. Order,1.74
2879,FLS CHEMB 25.0MM X 300MM X 150MM,0.00,Prod. Order,EA,2879,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,12.76,KG,Prod. Order,1.74
2880,FLS CHEMB 25.0MM X 333MM X 160MM,0.00,Prod. Order,EA,2880,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,15.1,KG,Prod. Order,1.74
2881,FLS CHEMB 25.0MM X 399MM X 160MM,0.00,Prod. Order,EA,2881,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,18.1,KG,Prod. Order,1.74
2882,FLS CHEMB 25.0MM X 467MM X 305MM,0.00,Prod. Order,EA,2882,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,40.38,KG,Prod. Order,1.74
2883,FLS CHEMB 25.0MM X 534MM X 160MM,0.00,Prod. Order,EA,2883,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,24.22,KG,Prod. Order,1.74
2884,FLS CHEMB 3.0MM,2.79,Prod. Order,KG,2884,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2885,DEL FLS CHEMB 3MM X 272MM X 272MM,0.00,Prod. Order,EA,2885,Certified,Item,2884,FLAT LEAD SHEET CHEMB 3.0MM,2.62,KG,Prod. Order,2.79
2886,DEL FLS CHEMB 3MM X 310MM X 244MM,0.00,Prod. Order,EA,2886,Certified,Item,2884,FLAT LEAD SHEET CHEMB 3.0MM,2.68,KG,Prod. Order,2.79
2887,DEL FLS CHEMB 3MM X 77MM X 72MM,0.00,Prod. Order,EA,2887,Certified,Item,2884,FLAT LEAD SHEET CHEMB 3.0MM,0.2,KG,Prod. Order,2.79
2888,DEL FLS CHEMB 3MM X 795MM X 230MM (BLEMISH FREE),0.00,Purchase,EA,2888,Closed,Item,2884,FLAT LEAD SHEET CHEMB 3.0MM,6.47,KG,Prod. Order,2.79
2889,FLS CHEMB 3.15MM(CD7),0.00,Prod. Order,KG,2889,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2890,FLS CHEMB 3.15MM(CD7) X 1550MM X 1420MM,0.00,Prod. Order,EA,2890,Certified,Item,2889,FLAT LEAD SHEET CHEMB 3.15MM(CD7),78.62,KG,Prod. Order,0.00
2891,FLS CHEMB 3.15MM(CD7) X 1670MM X 1520MM,0.00,Prod. Order,EA,2891,Certified,Item,2889,FLAT LEAD SHEET CHEMB 3.15MM(CD7),90.67,KG,Prod. Order,0.00
2892,FLS CHEMB 3.15MM(CD7) X 2100MM X 300MM,0.00,Prod. Order,EA,2892,Certified,Item,2889,FLAT LEAD SHEET CHEMB 3.15MM(CD7),22.5,KG,Prod. Order,0.00
2893,FLS CHEMB 3.35MM,0.00,Prod. Order,KG,2893,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2895,FLS CHEMB 3.35MM(CD8) X 600MM X 82MM,0.00,Prod. Order,EA,2895,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),1.98,KG,Prod. Order,0.00
2896,FLS CHEMB 3.3MM,2.21,Prod. Order,KG,2896,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2897,FLS CHEMB 3.4MM,1.73,Prod. Order,KG,2897,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2898,FLS CHEMB 3.4MM X 400MM X 400MM,0.00,Prod. Order,EA,2898,Certified,Item,2897,FLAT LEAD SHEET CHEMB 3.4MM,6.17,KG,Prod. Order,1.73
2899,FLS CHEMB 3.55MM (CD8) X 1800MM X 720MM,0.00,Prod. Order,EA,2899,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),52.17,KG,Prod. Order,0.00
2900,FLS CHEMB 3.55MM (CD8) X 2000MM X 1340MM,0.00,Prod. Order,EA,2900,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),107.89,KG,Prod. Order,0.00
2901,FLS CHEMB 3.55MM (CD8) X 2000MM X 840MM,0.00,Prod. Order,EA,2901,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),67.63,KG,Prod. Order,0.00
2902,FLS CHEMB 3.55MM (CD8) X 2700MM X 1010MM,0.00,Prod. Order,EA,2902,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),109.78,KG,Prod. Order,0.00
2903,FLS CHEMB 3.55MM (CD8) X 5400MM X 1030MM,0.00,Prod. Order,EA,2903,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),223.91,KG,Prod. Order,0.00
2904,FLS CHEMB 3.55MM(CD8),0.00,Prod. Order,KG,2904,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2905,FLS CHEMB 3.55MM(CD8) X 600MM X 82MM,0.00,Prod. Order,EA,2905,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),1.98,KG,Prod. Order,0.00
2906,FLS CHEMB 3.55MM(CD8) X 900MM X 150MM,0.00,Prod. Order,EA,2906,Certified,Item,2904,FLAT LEAD SHEET CHEMB 3.55MM(CD8),5.43,KG,Prod. Order,0.00
2907,FLS CHEMB 3.5MM,0.00,Prod. Order,KG,2907,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2908,DEL FLS CHEMB 3.5MM X 200MM X 30MM,0.00,Prod. Order,EA,2908,Certified,Item,2907,FLAT LEAD SHEET CHEMB 3.5MM,0.25,KG,Prod. Order,0.00
2909,FLS CHEMB 3.7MM,0.00,Prod. Order,KG,2909,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2910,DEL FLS CHEMB 3.7MM X 235MM X 235MM,0.00,Prod. Order,EA,2910,Certified,Item,2909,FLAT LEAD SHEET CHEMB 3.7MM,2.41,KG,Prod. Order,0.00
2911,FLS CHEMB 30.0MM,0.00,Prod. Order,KG,2911,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2912,FLS CHEMB 30.0MM X 1000MM X 1000MM,0.00,Prod. Order,EA,2912,Certified,Item,2911,FLAT LEAD SHEET CHEMB 30.0MM,340.2,KG,Prod. Order,0.00
2913,FLS CHEMB 4.2MM,1.73,Prod. Order,KG,2913,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2914,FLS CHEMB 4.2MM X 400MM X 400MM,0.00,Prod. Order,EA,2914,Certified,Item,2913,FLAT LEAD SHEET CHEMB 4.2MM,7.62,KG,Prod. Order,1.73
2915,FLS CHEMB 4.5MM,0.00,Prod. Order,KG,2915,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2916,FLS CHEMB 4.76MM,1.73,Prod. Order,KG,2916,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2917,DEL FLS CHEMB 4.76MM X 128MM X 105MM,0.00,Prod. Order,EA,2917,Certified,Item,2916,FLAT LEAD SHEET CHEMB 4.76MM,0.75,KG,Prod. Order,1.73
2918,DEL FLS CHEMB 4.76MM X 440MM X 65MM,0.00,Prod. Order,EA,2918,Certified,Item,2916,FLAT LEAD SHEET CHEMB 4.76MM,1.61,KG,Prod. Order,1.73
2919,FLS CHEMB 40.0MM,0.00,Prod. Order,KG,2919,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2920,FLS CHEMB 40.0MM X 200MM X 200MM,0.00,Prod. Order,EA,2920,Certified,Item,2919,FLAT LEAD SHEET CHEMB 40.0MM,18.14,KG,Prod. Order,0.00
2921,FLS CHEMB 40.0MM X 80MM X 486MM,0.00,Prod. Order,EA,2921,Certified,Item,2919,FLAT LEAD SHEET CHEMB 40.0MM,17.64,KG,Prod. Order,0.00
2922,FLS CHEMB 45.0MM,0.00,Prod. Order,KG,2922,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2923,FLS CHEMB 45.0MM X 50MM X 390MM,0.00,Prod. Order,EA,2923,Certified,Item,2922,FLAT LEAD SHEET CHEMB 45.0MM,9.95,KG,Prod. Order,0.00
2924,FLS CHEMB 5.0MM X 1000MM X 600MM,0.00,Prod. Order,EA,2924,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,34.02,KG,Purchase,1.66
2925,FLS CHEMB 5.0MM X 1984MM X 723MM,0.00,Prod. Order,EA,2925,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,81.33,KG,Purchase,1.66
2926,FLS CHEMB 5.0MM X 2000MM X 50MM,0.00,Prod. Order,EA,2926,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,5.67,KG,Purchase,1.66
2927,FLS CHEMB 5.0MM X 2000MM X 659MM,0.00,Prod. Order,EA,2927,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,74.73,KG,Purchase,1.66
2928,FLS CHEMB 5.0MM X 2000MM X 675MM,0.00,Prod. Order,EA,2928,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,76.55,KG,Purchase,1.66
2929,FLS CHEMB 5.0MM X 2000MM X 721MM,0.00,Prod. Order,EA,2929,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,81.76,KG,Purchase,1.66
2930,FLS CHEMB 5.0MM X 400MM X 400MM,0.00,Prod. Order,EA,2930,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,9.07,KG,Purchase,1.66
2931,FLS CHEMB 5.0MM X 915MM X 305MM,0.00,Prod. Order,EA,2931,Certified,Item,1576,FLAT LEAD SHEET CHEMB 5.0MM,15.82,KG,Purchase,1.66
2932,FLS CHEMB 5.4MM,0.00,Prod. Order,KG,2932,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2933,DEL FLS CHEMB 5.4MM X 650MM X 50MM,0.00,Prod. Order,EA,2933,Certified,Item,2932,FLAT LEAD SHEET CHEMB 5.4MM,2.07,KG,Prod. Order,0.00
2934,FLS CHEMB 5.6MM,0.00,Prod. Order,KG,2934,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2935,DEL FLS CHEMB 5.6MM X 262MM X 262MM,0.00,Prod. Order,EA,2935,Certified,Item,2934,FLAT LEAD SHEET CHEMB 5.6MM,4.53,KG,Prod. Order,0.00
2936,FLS CHEMB 50.0MM,0.00,Prod. Order,KG,2936,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2937,FLS CHEMB 50.0MM X 60MM X 195MM,0.00,Prod. Order,EA,2937,Certified,Item,2936,FLAT LEAD SHEET CHEMB 50.0MM,6.63,KG,Prod. Order,0.00
2938,FLS CHEMB 6.0MM,1.74,Prod. Order,KG,2938,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2939,FLS CHEMB 6.0MM BRITEC PO17479,0.00,Prod. Order,EA,2939,Under Development,Item,1005,LEAD CHEMB,63.267,KG,Purchase,1.72
2940,FLS CHEMB 6.0MM X 210MM X 495MM,0.00,Prod. Order,EA,2940,Under Development,Item,2938,FLAT LEAD SHEET CHEMB 6.0MM,7.07,KG,Prod. Order,1.74
2941,FLS CHEMB 6.0MM X 222MM X 222MM,0.00,Prod. Order,EA,2941,Under Development,Item,2938,FLAT LEAD SHEET CHEMB 6.0MM,3.35,KG,Prod. Order,1.74
2942,FLS CHEMB 6.0MM X 222MM X 495MM,0.00,Prod. Order,EA,2942,Under Development,Item,2938,FLAT LEAD SHEET CHEMB 6.0MM,7.48,KG,Prod. Order,1.74
2943,FLS CHEMB 6.0MM X 255MM X 255MM,0.00,Prod. Order,EA,2943,Under Development,Item,2938,FLAT LEAD SHEET CHEMB 6.0MM,4.42,KG,Prod. Order,1.74
2944,FLS CHEMB 6.0MM X 265MM X 265MM,0.00,Prod. Order,EA,2944,Under Development,Item,2938,FLAT LEAD SHEET CHEMB 6.0MM,4.78,KG,Prod. Order,1.74
2945,FLS CHEMB 6.35MM,0.00,Prod. Order,KG,2945,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2946,DEL FLS CHEMB 6.35MM X 600MM X 78MM,0.00,Prod. Order,EA,2946,Certified,Item,2945,FLAT LEAD SHEET CHEMB 6.35MM,3.5,KG,Prod. Order,0.00
2947,FLS CHEMB 6.5MM,1.73,Prod. Order,KG,2947,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2948,FLS CHEMB 6.5MM X 400MM X 212MM,0.00,Prod. Order,EA,2948,Under Development,Item,2947,FLAT LEAD SHEET CHEMB 6.5MM,6.25,KG,Prod. Order,1.73
2949,FLS CHEMB 6.6MM,1.67,Prod. Order,KG,2949,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2950,FLS CHEMB 7.1MM,1.73,Prod. Order,KG,2950,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2951,FLS CHEMB 70.0MM,0.00,Prod. Order,KG,2951,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2952,FLS CHEMB 70.0MM X 2197MM X 457MM,0.00,Prod. Order,EA,2952,Certified,Item,1005,LEAD CHEMB,797.,KG,Purchase,1.72
2953,FLS CHEMB 72.0MM,0.00,Prod. Order,KG,2953,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2954,FLS CHEMB 72.0MM X 273MM X 160MM,0.00,Prod. Order,EA,2954,Under Development,Item,2953,FLAT LEAD SHEET CHEMB 72.0MM,35.66,KG,Prod. Order,0.00
2955,FLS CHEMB 8.0MM,1.67,Prod. Order,KG,2955,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
2956,FLS CHEMB 8.0MM X 900MM X 500MM,0.00,Prod. Order,EA,2956,Under Development,Item,2955,FLAT LEAD SHEET CHEMB 8.0MM,90.72,KG,Prod. Order,1.67
2957,LDM 0.5MM X 10300MM X 1230MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2958,LDM 0.5MM X 20000MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2959,LDM 0.5MM X 4400MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2960,LDM 0.5MM X 6000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2961,LDM 0.75MM X 5000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2962,LDM 0.8MM X 6000MM X 360MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2963,FLS 2%SB 10MM X 1000MM X 275MM,0.00,Prod. Order,EA,2963,Under Development,Item,2542,FLAT LEAD SHEET 2.0%SB 10.0MM,31.,KG,Prod. Order,0.00
2964,FLS 2%SB 15MM X 400MM X 200MM,0.00,Prod. Order,EA,2964,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,13.61,KG,Prod. Order,0.00
2965,FLS 2%SB 15MM X 400MM X 400MM,0.00,Prod. Order,EA,2965,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,27.22,KG,Prod. Order,0.00
2966,FLS 2%SB 15MM X 500MM X 200MM,0.00,Prod. Order,EA,2966,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,17.01,KG,Prod. Order,0.00
2967,FLS 2%SB 15MM X 500MM X 500MM,0.00,Prod. Order,EA,2967,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,42.53,KG,Prod. Order,0.00
2968,FLS 2%SB 15MM X 600MM X 200MM,0.00,Prod. Order,EA,2968,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,20.41,KG,Prod. Order,0.00
2969,FLS 2%SB 15MM X 600MM X 600MM,0.00,Prod. Order,EA,2969,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,61.24,KG,Prod. Order,0.00
2970,FLS 2%SB 15MM X 800MM X 200MM,0.00,Prod. Order,EA,2970,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,27.22,KG,Prod. Order,0.00
2971,FLS 2%SB 15MM X 800MM X 800MM,0.00,Prod. Order,EA,2971,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,108.86,KG,Prod. Order,0.00
2972,FLS 2%SB 15MMX 1200MMX300MM,0.00,Prod. Order,EA,2972,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,61.24,KG,Prod. Order,0.00
2973,FLS 2%SB 15MMX 1500MMX1200MM,0.00,Prod. Order,EA,2973,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,306.18,KG,Prod. Order,0.00
2974,FLS 2%SB 15MMX 1500MMX300MM,0.00,Prod. Order,EA,2974,Under Development,Item,2543,FLAT LEAD SHEET 2.0%SB 15.0MM,76.55,KG,Prod. Order,0.00
2975,FLS 2%SB 3MM X 3000MM X 10MM,0.00,Prod. Order,EA,2975,Under Development,Item,2541,FLAT LEAD SHEET 0.8%SB 3.0MM,1.02,KG,Prod. Order,0.00
2976,FLS 2%SB 80MMX 350MMX100MM,0.00,Prod. Order,EA,2976,Under Development,Item,2546,FLAT LEAD SHEET 2.0%SB 80.0MM,31.75,KG,Prod. Order,0.00
2977,FLS 2%SB ROUTED PLATE FOR SHINE PROJECT - DOOR SECTION,0.00,Prod. Order,EA,2977,Under Development,Item,1191,ALLOY 2%SB,"13,196.825",KG,Prod. Order,1.79
2978,FLS 2%SB ROUTED PLATE FOR SHINE PROJECT - DOOR SECTION - PALLETS 61 TO 103,0.00,Prod. Order,EA,2978,Under Development,Item,1191,ALLOY 2%SB,"9,200.575",KG,Prod. Order,1.79
2979,FLS CASNPB 6MM X 1169MM X 1040MM,0.00,Prod. Order,EA,2979,Under Development,Item,2825,FLAT LEAD SHEET CASNPB 6.0MM,82.72,KG,Prod. Order,0.00
2980,FLS-2%SB-VON GAHLEN CAT C 32274 PC10151,0.00,Prod. Order,EA,2980,Under Development,Item,1191,ALLOY 2%SB,"7,890.",KG,Prod. Order,1.79
2981,FLS-4.0%SB-CD7-3.15MM-FABLINE-POMICK12.09.23,0.00,Prod. Order,EA,2981,Under Development,Item,1817,ALLOY 4%SB,310.98,KG,Prod. Order,0.72
2982,FLS-CHEMB-12.0MM-BRITEC-PO17821,0.00,Prod. Order,EA,2982,Under Development,Item,1005,LEAD CHEMB,119.77,KG,Purchase,1.72
2983,FV2208145 BALANCE WEIGHT,0.00,Prod. Order,EA,2983,Under Development,Item,1898,BLANK-FV2208145-4%SB255X195X40,1.,EA,Prod. Order,0.00
2984,H190016-29 BLANK 500MM X 55MM X 15MM,0.00,Prod. Order,EA,2984,Under Development,Item,1817,ALLOY 4%SB,2.6161,KG,Prod. Order,0.72
